,Issue_Time,Color,Make,Route,Fine_Amount,Binned
1684050,1249.0,GY,CHEV,00153,73.0,5
3024285,1519.0,GY,BMW,6T6,93.0,6
6088716,1702.0,SL,TOYT,00500,68.0,4
6663770,1123.0,BK,TOYT,00452,68.0,4
2045295,836.0,BK,BMW,00476,73.0,5
588279,817.0,WT,CHEV,00441,63.0,4
6453332,1158.0,BN,FRHT,00600,73.0,5
4114606,1222.0,GY,NISS,00449,73.0,5
3281447,1418.0,SL,AUDI,00483,63.0,4
1346973,1035.0,BK,MERC,00365,73.0,5
3895880,1134.0,WT,BMW,00471,25.0,1
4500792,1123.0,GY,LEXS,340R,73.0,5
4785745,802.0,GO,ACUR,00354,68.0,4
6250073,813.0,GY,FORD,00136,73.0,5
341754,812.0,BK,VOLK,00536,73.0,5
3617310,1345.0,WT,FORD,532W,73.0,5
3874040,1036.0,MR,SUBA,00442,25.0,1
4396015,1139.0,WT,CHEV,00406,68.0,4
991045,1018.0,BK,RROV,00151,73.0,5
1467031,1618.0,WT,CHEV,00500,93.0,6
6098139,343.0,SL,VOLV,00309,93.0,6
4117174,1341.0,BK,GMC,534H,73.0,5
5260080,1823.0,BK,GMC,00600,58.0,3
3597540,1017.0,GY,VOLK,00443,73.0,5
2624005,1030.0,RD,HOND,138R1,73.0,5
6177422,1717.0,BL,TOYT,00309,25.0,1
6127714,1026.0,GY,HOND,00483,73.0,5
6556883,1340.0,SL,LINC,378R1,363.0,8
4528042,1023.0,WT,LNDR,00456,73.0,5
5592564,1635.0,BK,TOYT,403B,93.0,6
500090,1628.0,SL,TOYT,6T8,93.0,6
6685313,2040.0,WT,SUBA,00600,58.0,3
6663108,1017.0,GY,TOYT,350R2,73.0,5
5338867,858.0,SL,MERZ,00480,25.0,1
4747977,1513.0,WT,OTHR,00641,63.0,4
2626758,823.0,GY,GMC,00131,73.0,5
5326807,919.0,WT,MNNI,00500,73.0,5
4165938,1710.0,BK,DODG,103R,163.0,7
4822553,1051.0,WT,FORD,00653,25.0,1
4130932,809.0,BK,ACUR,00133,73.0,5
4603674,412.0,MR,NISS,00309,73.0,5
4575709,1122.0,GY,NISS,539BH,73.0,5
1050112,1221.0,BK,HOND,535H,73.0,5
6145168,805.0,WT,FORD,00465,63.0,4
489486,843.0,BK,HOND,00536,73.0,5
5411153,1622.0,BK,HOND,00610,68.0,4
3995312,1217.0,RD,CHEV,00902,63.0,4
4369172,824.0,SL,FORD,00600,63.0,4
45432,1421.0,WT,HYUN,00111,58.0,3
797827,1210.0,GY,BMW,00184,73.0,5
958064,1023.0,BK,CHEV,00182,63.0,4
5446596,901.0,WT,FIAT,00477,63.0,4
3328164,1234.0,BK,LINC,00400,73.0,5
601557,725.0,RD,HOND,00543,93.0,6
1532769,1625.0,GY,NISS,00402,163.0,7
6383603,1044.0,WT,FORD,00609,73.0,5
846182,1953.0,SL,TOYT,00401,68.0,4
2439283,1014.0,GY,FORD,00400,68.0,4
6032967,1636.0,GO,TOYT,00500,68.0,4
5001330,1513.0,BK,LEXS,360R1,63.0,4
280469,1702.0,SL,FORD,00471,63.0,4
4664593,1041.0,BK,MITS,00471,93.0,6
119217,1415.0,RD,TOYT,00531,73.0,5
5445949,1322.0,BK,CHEV,00105,25.0,1
4489945,2029.0,SL,HOND,00600,58.0,3
4179501,1914.0,BL,CHEV,00500,63.0,4
4137710,1125.0,GY,HYDH,2C201,58.0,3
5981439,1114.0,GY,LNDR,310W,63.0,4
5308618,1216.0,BL,HYUN,00143,73.0,5
1773287,1206.0,BK,VOLK,00601,63.0,4
2604648,139.0,GY,HOND,00506,25.0,1
6673321,1225.0,BK,CHEV,00643,58.0,3
714084,33.0,WT,CHEV,402,68.0,4
5068989,1605.0,GO,CHEV,1L40,25.0,1
421524,855.0,GY,HOND,00361,73.0,5
1941121,2008.0,GY,LEXS,00351,73.0,5
3583679,1237.0,SL,LEXS,00372,73.0,5
577001,1126.0,BL,NISS,00354,58.0,3
5519199,622.0,BK,AUDI,00500,73.0,5
5493123,1202.0,BK,HOND,00905,25.0,1
722256,827.0,GN,TOYT,00455,73.0,5
5260053,1147.0,GY,TOYT,00600,63.0,4
1054592,1206.0,BL,FORD,00355,73.0,5
796445,1112.0,GY,CHEV,103R,63.0,4
4045884,1208.0,WT,BMW,00676,63.0,4
1000081,113.0,GY,VOLV,00402,93.0,6
5898102,2306.0,SL,FORD,00315,73.0,5
5572879,1630.0,SL,HOND,00482,163.0,7
3058098,1111.0,GN,MNNI,00475,63.0,4
5469343,1917.0,WT,TOYT,00401,73.0,5
3276881,949.0,BK,FORD,00665,63.0,4
2941297,1028.0,GY,TOYT,158R1,73.0,5
5405139,1158.0,BK,MERZ,00187,58.0,3
3811023,1123.0,BK,BMW,00674,63.0,4
2349630,921.0,GY,NISS,00634,63.0,4
1858239,1407.0,BL,HOND,00111,63.0,4
2300470,1035.0,GY,AUDI,00141,73.0,5
4170069,1300.0,BK,MERZ,908R,25.0,1
2174311,1553.0,WT,BMW,00904,58.0,3
871387,1403.0,BN,GRUM,00653,93.0,6
2645288,1542.0,SL,MNNI,00483,63.0,4
3722496,541.0,GY,MAZD,00310,68.0,4
2124655,1321.0,BL,FORD,00464,63.0,4
2233629,2128.0,WT,BMW,00604,25.0,1
3862339,1331.0,BK,VOLV,00351,73.0,5
6109689,2307.0,WT,CHRY,00315,73.0,5
665612,1445.0,BK,HYUN,00483,63.0,4
3572551,1645.0,SL,TOYT,00666,58.0,3
912131,838.0,WT,INFI,131,73.0,5
6146738,1158.0,SL,JEEP,00307,63.0,4
1956386,1347.0,SL,HOND,00442,58.0,3
1425228,1756.0,SL,INFI,00108,63.0,4
3219779,1128.0,WT,LEXS,00641,25.0,1
1809823,1620.0,GY,VOLK,00111,63.0,4
5632031,1438.0,WT,FRHT,6T8,63.0,4
245328,1223.0,GY,VOLK,00411,68.0,4
434752,825.0,GY,TOYT,00557,73.0,5
5665001,1823.0,BL,BMW,203A,68.0,4
5596337,1016.0,GY,HOND,00174,73.0,5
4133858,1155.0,WT,FORD,00159,73.0,5
4484318,1005.0,BN,MERZ,178R1,73.0,5
3120947,1015.0,BK,JEEP,00611,63.0,4
6108888,1407.0,GY,HOND,00207,68.0,4
5585129,451.0,BK,HYUN,502A,73.0,5
3935165,1350.0,WT,CHEV,00500,73.0,5
5176029,1421.0,BK,HOND,00447,58.0,3
253757,1255.0,BK,HOND,00610,63.0,4
274221,1612.0,RD,CHEV,00494,63.0,4
4622237,953.0,GY,NISS,00610,363.0,8
654276,1019.0,SL,LEXS,00477,73.0,5
202582,1205.0,BK,TOYT,00486,63.0,4
5681849,706.0,SL,TOYT,00456,93.0,6
1451218,2017.0,SL,TOYT,00315,68.0,4
4994589,829.0,BK,VOLK,00146,73.0,5
210141,1846.0,GO,BMW,00474,25.0,1
5648073,1308.0,MR,DODG,00145,73.0,5
5190279,1049.0,WT,FORD,00362,73.0,5
19860,2037.0,BK,RROV,00401,63.0,4
1005854,636.0,WT,INFI,00402,58.0,3
5344621,1031.0,GY,BMW,00361,73.0,5
1284803,1229.0,WT,OTHR,6T4,93.0,6
5282822,513.0,RD,MAZD,00401,93.0,6
1426524,1953.0,GY,LEXU,3C104,58.0,3
51858,1557.0,BK,FORD,00462,68.0,4
4648038,1455.0,GY,ACUR,00904,25.0,1
6605642,745.0,SI,FORD,35MQ1,163.0,7
5139528,1709.0,WT,TOYT,00600,163.0,7
5141812,1220.0,SL,NISS,00472,73.0,5
4403814,718.0,GN,FORD,00600,58.0,3
5025841,1034.0,BK,HYUN,369B,73.0,5
4462708,1605.0,WT,CHEV,00600,58.0,3
3352957,1220.0,WT,CHEV,00543,73.0,5
4896867,855.0,BK,FORD,00158,73.0,5
180095,1031.0,BG,AUDI,00659,63.0,4
3215311,1038.0,BK,AUDI,00155,73.0,5
4649943,340.0,BK,FORD,504A,68.0,4
4455349,1157.0,BN,GRUM,00676,93.0,6
5811277,46.0,WT,FORD,00500,93.0,6
5845307,128.0,BL,BUIC,00600,93.0,6
4701204,1040.0,BN,OTHR,00684,93.0,6
2173505,1355.0,GY,MERZ,00667,63.0,4
1568637,1358.0,SL,MERZ,00485,68.0,4
4909962,1237.0,GY,JEEP,00600,93.0,6
1717200,2315.0,WH,TOYO,2F21,58.0,3
5415061,1612.0,WT,HOND,00481,25.0,1
3145101,1213.0,BK,MERZ,00355,73.0,5
4011815,1235.0,SL,MERZ,00361,73.0,5
4594863,1139.0,GY,AUDI,00142,68.0,4
495732,755.0,BK,NISS,3RD,58.0,3
1891475,1531.0,BL,TOYT,00474,68.0,4
2708179,925.0,SL,HOND,00465,58.0,3
5698744,2104.0,WT,CHEV,00301,25.0,1
5771288,510.0,GY,CHEV,00600,93.0,6
3500681,1140.0,BK,TOYT,00673,73.0,5
133280,1205.0,RD,TOYT,00632,25.0,1
5237769,1530.0,YE,NISS,00600,78.0,5
4523622,712.0,GY,FORD,00600,163.0,7
398693,905.0,GY,AUDI,00421,73.0,5
4780948,857.0,RD,HYUN,00153,73.0,5
119752,1822.0,BK,MERZ,00403,63.0,4
255540,1312.0,SL,KIA,00135,58.0,3
3211052,1203.0,BN,OTHR,6T6,58.0,3
6276952,1945.0,BK,CHEV,00600,58.0,3
3873035,1241.0,YE,CHEV,00681,63.0,4
4580102,144.0,WT,FORD,401B,68.0,4
1725567,810.0,SL,HYUN,00657,63.0,4
2330230,906.0,BL,CHEV,00375,73.0,5
5830860,1338.0,BK,MERZ,00476,93.0,6
777382,1046.0,SL,AUDI,00447,68.0,4
1122491,827.0,BL,SUBA,00557,73.0,5
6251404,253.0,BK,TOYT,00101,93.0,6
655178,835.0,SL,AUDI,00447,73.0,5
4547363,1031.0,BN,MERZ,549A,73.0,5
495603,1330.0,WT,HYUN,00142,63.0,4
4386857,1537.0,SL,KIA,00396,63.0,4
1278964,1250.0,BK,MERZ,00107,73.0,5
4110927,1011.0,SL,TOYT,00152,73.0,5
171650,805.0,PR,DODG,00564,73.0,5
6667025,832.0,WT,VOLK,00475,73.0,5
3412171,1229.0,GY,LEXS,00332,73.0,5
4259416,1730.0,GY,MAZD,00101,63.0,4
2590071,812.0,GY,BMW,00473,58.0,3
5147751,831.0,WT,HOND,00452,73.0,5
735318,903.0,BK,HOND,00171,73.0,5
5180548,1414.0,BK,DODG,00673,63.0,4
6468710,2114.0,BK,PORS,402B,68.0,4
2875366,720.0,SL,KIA,00402,68.0,4
1786544,1059.0,WT,GRUM,00631,63.0,4
147759,1654.0,GY,FORD,00387,363.0,8
6377403,300.0,BK,CADI,00501,73.0,5
4787389,900.0,GY,VOLK,00561,25.0,1
5213572,1224.0,BL,DODG,539AH,363.0,8
6287941,1123.0,GY,VOLK,360R1,73.0,5
6305108,1216.0,RD,DODG,00671,25.0,1
4226939,1347.0,BK,GMC,00600,63.0,4
3600618,1249.0,GY,NISS,00731,63.0,4
2489784,1446.0,GY,TOYT,00327,68.0,4
3037278,1227.0,BK,BMW,00305,63.0,4
2298755,813.0,SL,JEEP,00447,73.0,5
3179912,234.0,WT,CHEV,00310,93.0,6
6351382,303.0,SL,TOYT,00500,93.0,6
2600437,1824.0,BK,TOYT,00403,73.0,5
2193224,951.0,WT,GMC,00355,73.0,5
5763408,841.0,BK,HOND,00672,73.0,5
120859,833.0,BG,TOYT,369B,73.0,5
1638504,1142.0,BN,FRHT,657,93.0,6
5451105,553.0,BK,BMW,503A,25.0,1
741347,1059.0,RD,HYUN,689R1,63.0,4
725154,930.0,GY,MNNI,00908,68.0,4
2359306,1654.0,GN,BMW,00402,58.0,3
473981,816.0,SL,TOYT,00473,73.0,5
2987762,1044.0,WT,BMW,00107,63.0,4
5199253,923.0,BL,HOND,00352,73.0,5
3981865,1305.0,WT,NISS,00104,73.0,5
2069404,1234.0,GY,FORD,00152,58.0,3
3759527,1208.0,BN,OTHR,00662,93.0,6
4396981,1151.0,SL,MERZ,00382,73.0,5
1595080,1352.0,SL,CHEV,00133,93.0,6
4703267,1012.0,SL,TOYT,00464,73.0,5
1110920,404.0,WT,DODG,500,68.0,4
3198755,1655.0,GY,BMW,00401,58.0,3
273475,1259.0,WT,OTHR,00141,93.0,6
165291,814.0,RD,YAMA,00361,73.0,5
6299130,1012.0,BK,INFI,00101,63.0,4
2651247,743.0,WT,FORD,00502,73.0,5
1463560,856.0,GY,HOND,00356,63.0,4
3595810,909.0,GY,NISS,00144,73.0,5
5658595,1021.0,SL,TOYT,00300,63.0,4
4286210,1210.0,WT,HOND,00314,58.0,3
945488,1152.0,SL,FORD,00300,73.0,5
5927980,1351.0,BK,LAND,WIL,93.0,6
2348282,657.0,GY,KIA,00107,93.0,6
1762730,822.0,RD,TOYT,00673,73.0,5
5267723,1011.0,GY,CHEV,00141,73.0,5
791460,1238.0,BK,MERZ,00141,73.0,5
6143034,935.0,WT,VOLK,00554,73.0,5
3331256,951.0,GY,TOYT,00567,73.0,5
1768807,1650.0,WT,LEXS,00600,63.0,4
69112,1723.0,GY,FIAT,00108,93.0,6
6134456,1842.0,BL,BMW,00310,25.0,1
1229458,908.0,BK,SAA,00152,68.0,4
5684623,128.0,BK,MERZ,500,93.0,6
4024003,1243.0,GY,AUDI,00153,73.0,5
5393994,1003.0,WT,JEEP,00147,68.0,4
633514,1332.0,GY,MERZ,00131,73.0,5
3830223,1557.0,GY,TOYT,00610,58.0,3
4722329,939.0,GY,TOYT,00185,73.0,5
5424998,1141.0,SL,HOND,00472,25.0,1
2301690,946.0,BL,HOND,00325,25.0,1
3671499,943.0,SL,JEEP,00154,73.0,5
2592715,1206.0,WT,TOYT,00444,73.0,5
2435944,1412.0,GY,AUDI,00111,63.0,4
5570973,2136.0,GY,TOYT,00204,68.0,4
4930620,424.0,SL,TOYT,502A,68.0,4
5131182,1122.0,SL,MNNI,00493,63.0,4
5309371,1027.0,GN,TOYT,00356,25.0,1
4188536,1342.0,BK,TOYT,00643,25.0,1
4439983,1409.0,BL,FORD,00375,68.0,4
5123217,636.0,BK,FORD,00600,58.0,3
4450031,1601.0,WT,CADI,360R1,68.0,4
3692633,1136.0,GY,HOND,00541,93.0,6
1599096,1233.0,GY,BMW,00601,63.0,4
4417604,818.0,GY,KIA,00475,93.0,6
474913,720.0,GY,HOND,00501,93.0,6
3727071,1341.0,GY,NISS,00672,63.0,4
3820470,1332.0,OT,SAA,00395,63.0,4
4394443,816.0,BK,TOYT,00443,73.0,5
763089,1230.0,BK,MERZ,00541,73.0,5
5794731,1543.0,GY,JAGU,00358,363.0,8
4980293,1932.0,WT,VOLK,00309,68.0,4
1732820,1207.0,BL,MERZ,00447,73.0,5
5464221,46.0,SL,TOYT,00600,58.0,3
3679153,1236.0,GN,NISS,00171,73.0,5
6726255,808.0,GY,VOLK,00143,25.0,1
806403,1017.0,GY,TOYT,00442,73.0,5
5534509,928.0,BL,FORD,00320,68.0,4
3570572,1307.0,TN,MNNI,00453,73.0,5
6450730,1320.0,WT,BMW,00306,68.0,4
4984824,900.0,GY,CHEV,00557,73.0,5
2964081,1230.0,BK,NISS,00472,73.0,5
637655,1028.0,GY,HOND,00610,73.0,5
3192896,1012.0,WT,FORD,00636,73.0,5
6489504,1511.0,WT,HOND,00483,68.0,4
5980141,1601.0,WT,ISU,6T8,78.0,5
5446673,1231.0,SL,HOND,00441,73.0,5
3768138,1553.0,YE,GMC,00908,58.0,3
1564037,1206.0,BK,HOND,00365,73.0,5
4274435,717.0,GY,KIA,00661,93.0,6
4150556,1404.0,BK,LNDR,00473,68.0,4
1057122,1734.0,GY,MERZ,00477,63.0,4
6636898,1049.0,BK,KIA,133,73.0,5
525825,1611.0,GN,TOYT,00600,58.0,3
4626378,205.0,GY,TOYT,00600,73.0,5
211969,1012.0,BK,CHEV,00354,73.0,5
813612,957.0,GY,TOYT,00396,63.0,4
1984486,1142.0,BK,HOND,00480,58.0,3
6237639,1512.0,SL,HOND,00500,68.0,4
366238,1728.0,WT,CHRY,00901,63.0,4
5994281,1352.0,SL,FORD,00491,63.0,4
3810328,1118.0,BK,FORD,00151,58.0,3
4492941,1940.0,BK,BMW,00321,63.0,4
2240723,1213.0,SL,HOND,00201,68.0,4
3498138,1059.0,BN,FRHT,00601,93.0,6
700296,1123.0,RD,TOYT,00445,58.0,3
2107663,1311.0,BK,LEXS,378R1,63.0,4
2547053,1735.0,MR,NISS,00500,93.0,6
1755333,843.0,BK,CHEV,00153,25.0,1
